year,IBTrACS_ID,ISO3,pop_34kn,pop_64kn,pop_96kn,assets_34kn,assets_64kn,assets_96kn,pop_34kn_5km,pop_64kn_5km,pop_96kn_5km,assets_34kn_5km,assets_64kn_5km,assets_96kn_5km,pop_34kn_15km,pop_64kn_15km,pop_96kn_15km,assets_34kn_15km,assets_64kn_15km,assets_96kn_15km,pop_34kn_30km,pop_64kn_30km,pop_96kn_30km,assets_34kn_30km,assets_64kn_30km,assets_96kn_30km
1970,1970227N17148,JPN,11265621.385871416,5073619.039912155,1482982.9035174884,573600164296.0555,264554877964.95218,76236687929.6843,4446619.770285144,2135771.0496430937,564281.9645218973,198156657405.8912,96117056436.2993,25849522733.6553,9474060.65260292,4393330.894434957,1234131.1475971073,431574318444.7842,203113761439.82117,55244889590.9363,10744072.781562302,4923867.9208325995,1445683.7144305683,527976717934.8245,247978556394.18018,71924982196.6433
1970,1970228N17117,CHN,163125.2438429804,0,0,273904725.2660605,0,0,58327.9472656,0,0,85142443.4085,0,0,163125.2438429804,0,0,273904725.2660605,0,0,163125.2438429804,0,0,273904725.2660605,0,0
1970,1970228N17117,LAO,205102.6349620682,0,0,378312009.0668847,0,0,67979.21056840135,0,0,161468944.2394561,0,0,116601.2448101008,0,0,222589660.4317867,0,0,152732.4760341602,0,0,282454808.9426457,0,0
1970,1970228N17117,THA,161206.43920897,0,0,224738275.39848,0,0,17769.4296875,0,0,17381870.0092,0,0,82907.78344726,0,0,102520474.75746,0,0,133874.24780273,0,0,177974025.19103,0,0
1970,1970228N17117,VNM,632967.106259127,0,0,684518685.631484,0,0,184592.1802215101,0,0,180726180.208265,0,0,500444.2009208413,0,0,504611234.613017,0,0,620942.658016937,0,0,668411555.362954,0,0
1970,1970228N27285,USA,30.067029148294,0,0,4197970.0365825,0,0,0,0,0,0,0,0,30.067029148294,0,0,4197970.0365825,0,0,30.067029148294,0,0,4197970.0365825,0,0
1970,1970230N11319,BRB,238587.333160391,0,0,2535717133.05297,0,0,199278.34985351,0,0,2095501093.3009999,0,0,200399.37646484,0,0,2117702078.6365,0,0,200399.37646484,0,0,2117702078.6365,0,0
1970,1970230N11319,DMA,64271.2355194235,49362.95727541,0,436804759.837723,310203527.00988,0,55101.1427459795,43594.90356447,0,367725913.031473,271690507.39468,0,63999.5736541895,49362.95727541,0,434177431.872873,310203527.00988,0,63999.5736541895,49362.95727541,0,434177431.872873,310203527.00988,0
1970,1970230N11319,GLP,283924.73732111556,0,0,5849234.93037,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,1970230N11319,LCA,6447.6694138048815,0,0,456767848.27053493,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,1970230N11319,MTQ,325554.3940879525,325554.3940879525,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,1970230N11319,VCT,83551.89024202857,0,0,254419293.3357367,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,1970233N13231,USA,4785.314961735756,0,0,587428452.961449,0,0,662.915818512896,0,0,88682964.342709,0,0,4785.314961735756,0,0,587428452.961449,0,0,4785.314961735756,0,0,587428452.961449,0,0
1970,1970233N15138,JPN,85419.85735910732,75364.21233956833,54310.36510723742,3456504075.008861,2890157955.596661,1991279671.9724212,67863.030731142,61408.027038512,46613.482360782,2611248743.0401998,2228006484.176,1602166426.9542,85417.42971008617,75361.78469054718,54307.93745821627,3456489874.4758625,2890143755.0636625,1991265471.4394224,85419.85735910732,75364.21233956833,54310.36510723742,3456504075.008861,2890157955.596661,1991279671.9724212
1970,1970233N15138,KOR,8662978.759464094,479798.205933348,0,68904675818.08313,3866559535.480061,0,2530429.253990883,315594.036042116,0,24761387934.939972,2654517812.8651257,0,5441821.4071690645,479798.205933348,0,49019760347.607025,3866559535.480061,0,6531091.542667055,479798.205933348,0,58280951873.81563,3866559535.480061,0
1970,1970233N15138,PRK,5281904.692322655,0,0,43340398.2432952,0,0,1106069.1560281848,0,0,42394303.083620004,0,0,2281489.5753797446,0,0,43340398.2432952,0,0,3490828.321473344,0,0,43340398.2432952,0,0
1970,1970237N28154,JPN,610366.4477919247,0,0,35385130821.22686,0,0,226918.1201629414,0,0,12159166831.044357,0,0,491674.2134169247,0,0,28032924855.516857,0,0,610366.4477919247,0,0,35385130821.22686,0,0
1970,1970245N19131,CHN,8742928.332965443,0,0,18250716715.123688,0,0,4003662.61084064,0,0,7326600626.21369,0,0,6751348.3313785335,0,0,12669378654.912188,0,0,7531979.326495633,0,0,14753523391.121786,0,0
1970,1970245N19131,JPN,795069.0224690576,326458.6063465938,0,23219984954.940876,10855364556.261484,0,768943.57571461,313647.771515369,0,21996767355.8644,10255536508.3031,0,795069.0224690576,326458.6063465938,0,23219984954.940876,10855364556.261484,0,795069.0224690576,326458.6063465938,0,23219984954.940876,10855364556.261484,0
1970,1970245N19131,TWN,8574685.331688527,0,0,206181602252.94156,0,0,922580.6225173614,0,0,25977719701.9222,0,0,4133689.229607328,0,0,103497520605.06155,0,0,8054085.909798338,0,0,186110779662.25903,0,0
1970,1970246N14142,JPN,869697.7394147213,79993.322555512,0,26423048036.96687,3660778249.505195,0,835005.7524903547,70765.76370237,0,24656875941.236687,3269256297.7464,0,869697.7394147213,79993.322555512,0,26423048036.96687,3660778249.505195,0,869697.7394147213,79993.322555512,0,26423048036.96687,3660778249.505195,0
1970,1970247N18111,CHN,3856303.0278777657,0,0,8570651628.347979,0,0,929045.3001710312,0,0,1753523656.5531902,0,0,2246655.681549192,0,0,4506853577.732189,0,0,3119579.969146722,0,0,6488988077.325589,0,0
1970,1970247N18111,VNM,4593031.452810467,0,0,4247010651.160402,0,0,791346.7189691575,0,0,748393511.5792134,0,0,1933759.8473410674,0,0,1780546094.4601018,0,0,3209314.0543728676,0,0,2958442957.047002,0,0
1970,1970249N15341,CPV,18705.598746377887,0,0,58471177.7705255,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,1970250N14263,MEX,751088.2378405572,0.251735299826,0,6287570758.452668,474.305084713,0,65317.56183389469,0,0,402174708.09157586,0,0,225399.9891689067,0.251735299826,0,1523343160.1766546,474.305084713,0,368539.2017211258,0.251735299826,0,2618369792.405738,474.305084713,0
1970,1970250N15140,CHN,20944966.371585377,1550300.0283753418,0,53102812185.44036,3507265673.4046216,0,4106187.668816968,488067.8428897608,0,11280539835.21299,1002290184.1072401,0,9791698.77942001,839096.0258121019,0,24664196843.638023,1711164178.1604218,0,13143824.017337648,1011874.847833472,0,33076556271.392532,2132809166.9745219,0
1970,1970250N15140,HKG,4265342.331222586,0,0,91680889997.54094,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,1970250N15140,PHL,15773458.657504553,2192155.881647076,760092.017581906,65042342293.322395,13203893658.264994,5238832312.94701,2672945.566177354,193731.198123886,30505.974857317,8853492455.892208,965596593.57187,211760000.65915,8534689.963401806,633444.352503073,145811.974674133,28686086339.592335,3288565233.004333,968135844.98821,11921213.311954392,832800.6005193301,180810.295535952,42711499265.79154,4772977865.481423,1388757644.08581
1970,1970252N15277,MEX,1770221.2802329364,218680.3840596631,27169.345474230002,18250994803.513973,2429697448.629512,386847066.20195,106395.39132693887,182.200942993,182.200942993,579865370.2713579,4696314.64653,4696314.64653,409521.1227817411,6762.1128158572,3810.473678589,2160236003.3172665,120006306.08229999,69086307.88242,569671.5598991055,18695.9050140395,8569.19569397,3657096643.5646873,333839449.7086,157033913.14745
1970,1970255N26283,USA,4242122.843576079,210050.51441281824,0,456310293755.01917,26756846381.71732,0,90488.26376917373,19891.67967462928,0,14657350777.453499,3271377961.29695,0,679925.2401376845,61246.763689856634,0,76642331556.72513,8015555580.85782,0,1287425.1295248012,148788.24726191824,0,146076309896.23694,17899258673.82062,0
1970,1970261N10140,PHL,293632.8233947928,0,0,840874940.48653,0,0,144694.18505859,0,0,381024312.6559,0,0,288456.0177002128,0,0,798376473.22612,0,0,293060.3776550468,0,0,834384151.6092,0,0
1970,1970267N09345,MTQ,325552.31361238373,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,1970270N22285,BHS,118602.10512177611,0,0,1312242365.2052467,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,1970270N22285,USA,143433.19592253023,0,0,16571381289.392273,0,0,39130.65025410408,0,0,5436982100.64588,0,0,115566.73302728629,0,0,13019686316.257133,0,0,143433.19592253023,0,0,16571381289.392273,0,0
1970,1970275N11112,CHN,77684.1425295004,0,0,467480119.6001824,0,0,63484.1841068238,0,0,310727086.68097997,0,0,77670.9213352331,0,0,467407690.766775,0,0,77684.1425295004,0,0,467480119.6001824,0,0
1970,1970275N11112,HKG,3647487.604660086,0,0,83487643727.43094,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,1970282N08147,CHN,16093164.49662507,1919321.8833390716,0,37708989699.62537,4060176502.370725,0,2875624.6918019387,689029.351928966,0,6056092205.43074,1286461531.81718,0,6735764.321439312,1634147.8745500715,0,14695642426.834524,3307644165.691225,0,9662131.893826462,1893869.4258195115,0,21560273123.934494,3982883140.594425,0
1970,1970282N08147,PHL,18578855.737779755,14109902.73382483,7065909.419951367,84566851388.10239,59027413025.307014,25178682639.690056,4534536.4889230775,3530241.6306849285,2742367.157997048,18942105102.773087,13530706516.358948,9115418259.972393,12225429.851825474,9806242.625727328,6480643.707182808,51135905505.451706,38010366587.57311,22149919544.107258,15865644.87753542,12952104.510894068,6957363.187529568,68530925679.958145,52279373725.42331,24313984733.39966
1970,1970286N06143,IDN,98175.557968778,0,0,65045415.269362874,0,0,91995.397705114,0,0,59904302.686425,0,0,98175.557968778,0,0,65045415.269362874,0,0,98175.557968778,0,0,65045415.269362874,0,0
1970,1970286N06143,KHM,752.7240829472,0,0,3475086.929969,0,0,752.7240829472,0,0,3475086.929969,0,0,752.7240829472,0,0,3475086.929969,0,0,752.7240829472,0,0,3475086.929969,0,0
1970,1970286N06143,LAO,110031.0236091546,0,0,236519479.693894,0,0,13101.2040405266,0,0,36823583.979166,0,0,22736.4655151406,0,0,69370560.207938,0,0,34138.1420860354,0,0,105429719.322737,0,0
1970,1970286N06143,PHL,10140205.804370528,4422084.275638434,1235302.0173923748,50129415058.45526,21670095040.646084,6192076764.7308,2642131.247213275,817342.6967877195,185659.70335708675,12113668994.932007,3640702898.875457,738761793.5711743,6765750.008077388,2258750.9325230243,374501.66418173286,31463375113.46141,10469188744.217566,1688084346.0387993,8372567.103497087,3082372.0046421844,564106.3496675548,40643169325.13578,14948132752.119413,2718996399.064729
1970,1970286N06143,VNM,3229768.010794223,1148082.8528434904,0,3537686027.261981,1124489320.4043639,0,943226.0878942455,450774.11550493137,0,822918500.6038611,352667086.1322111,0,2119240.7591232397,806027.7753900184,0,1983398570.717604,695844463.4682139,0,2817790.8428024496,1038050.7651359213,0,2833410967.004084,953620497.1674639,0
1970,1970286N25292,CAN,15264.330821952573,0,0,1308374743.563691,0,0,8312.328040796538,0,0,600645721.3049972,0,0,14615.268758688668,0,0,1193471262.5175424,0,0,15264.330821952573,0,0,1308374743.563691,0,0
1970,1970296N07134,KHM,25654.431304985,0,0,61531565.2114,0,0,5853.6774291990005,0,0,13380816.35069,0,0,25654.431304985,0,0,61531565.2114,0,0,25654.431304985,0,0,61531565.2114,0,0
1970,1970296N07134,VNM,9979435.877253758,638240.9855111223,0,14609375643.566912,888566381.957751,0,1117642.448929772,217935.794235259,0,1654530405.0599115,253284807.106224,0,2773570.7471577027,486684.6311639371,0,4105465991.315096,595669009.166751,0,6571527.078265588,566750.972716612,0,8610991172.481544,743186330.2042911,0
1970,1970299N10157,PHL,11230194.204926392,0,0,43440079815.23452,0,0,2890259.423835642,0,0,10495936159.889193,0,0,8373771.0265011005,0,0,30458979287.61037,0,0,10537824.997040672,0,0,39747605518.45362,0,0
1970,1970305N10111,VNM,1995027.3158856756,0,0,3072365771.7863917,0,0,432005.520965601,0,0,728048973.89856,0,0,1194867.7621966917,0,0,1888694686.9654677,0,0,1693440.3920865692,0,0,2630959409.1381354,0,0
1970,1970315N08128,VNM,548777.8604898071,0,0,801284315.8306415,0,0,216503.1215878266,0,0,302387291.003807,0,0,507005.48060695705,0,0,729279565.3964415,0,0,548777.8604898071,0,0,801284315.8306415,0,0
1970,1970318N13157,LAO,36280.2205429187,0,0,82959829.110227,0,0,17145.4680481004,0,0,33283377.95934,0,0,24117.7734680228,0,0,54178934.353404,0,0,31027.6461410577,0,0,71703303.039229,0,0
1970,1970318N13157,PHL,16464589.8568741,11468950.56337329,6352199.084780552,73919956542.95905,47069887667.35253,22616034680.539494,3684706.325763756,2374249.568771364,1839647.701751711,14810697270.256193,8000643772.25248,5040303141.52821,10388701.269620493,7272549.1054530125,4533003.277357343,42194788101.08855,25983747814.779743,14213860520.664244,13768014.474336676,10050008.23369209,6186212.641756793,58034757546.56924,38678349605.21143,21308472464.60919
1970,1970318N13157,VNM,2015785.6107355729,0,0,1997332927.9897509,0,0,838044.2972143616,0,0,730817979.8968291,0,0,1740912.3725114292,0,0,1640483100.103124,0,0,2015785.6107355729,0,0,1997332927.9897509,0,0
1970,1970324N05143,VNM,794985.795705954,0,0,1273583286.6630304,0,0,409596.91259763,0,0,682778025.04928,0,0,722555.0554715539,0,0,1163587776.3598304,0,0,794985.795705954,0,0,1273583286.6630304,0,0
1970,1970330S09138,AUS,12714.440750483041,1079.582244694398,0,637699046.6450496,55155540.20439238,0,3739.8230598470673,463.53116881853,0,113877963.15886264,21235096.0255616,0,6086.470762314367,862.136458099058,0,232373439.04542348,41523737.53292478,0,7851.091964049299,1031.548460781698,0,335621697.5196215,51851999.77500438,0
1970,1970336S15122,AUS,9215.38731823534,1069.4613761884586,0,415332047.47823787,54654097.235904396,0,2702.931053505675,463.53116881853,0,77168939.55681032,21235096.0255616,0,4524.563028278581,852.0155895931186,0,164840286.7709647,41022294.56443679,0,5537.889261592616,1021.4275922757587,0,227309889.3087092,51350556.806516394,0
1970,1970360S10110,AUS,4743.702310023245,892.3386269043214,0,319957677.23991007,53955091.66771715,0,604.9049124717519,169.561183422729,0,34719687.831857264,9560259.53877874,0,1426.653219893622,370.785964712342,0,93910334.05902322,21232087.483124185,0,2247.4292390197406,723.779483064742,0,152720494.53746584,42241364.159116186,0
1971,1971005S18039,MDG,19718.074064538076,0,0,7413274.590390557,0,0,699.0576079338759,0,0,355250.5523700572,0,0,10605.967710776076,0,0,3829879.411191557,0,0,16854.909941003076,0,0,6199110.295168557,0,0
1971,1971029S14121,AUS,26980.302559963013,12841.535905575163,0,873465559.4424852,325123960.4460696,0,8040.602139409815,6762.06235468045,0,179776808.7249526,147650720.576077,0,18029.626650164693,12522.107299985082,0,420046394.2316581,285769838.88683903,0,18700.953591312074,12554.22595381895,0,456663211.8360091,290886734.909847,0
1971,1971032S15137,AUS,1114.3422052685908,0,0,40972076.80858659,0,0,8.07366132736,0,0,478548.28637,0,0,58.0393193886034,0,0,3225887.17877536,0,0,116.67310980804095,0,0,6695692.949367298,0,0
1971,1971042S17150,AUS,282171.2605722047,102587.29825782577,0,13006317228.23556,3430712633.593698,0,78023.3549698872,22656.284272251018,0,2733602514.6183515,828365724.329576,0,207733.81678494718,97775.77891668602,0,7194664083.581356,3078939562.225971,0,244926.08639997753,101846.25361332609,0,9391024403.369934,3314352305.359821,0
1971,1971042S20153,AUS,1235190.4911704313,506.4987869263,0,70673585282.76245,160111431.6917,0,157267.68878370526,470.11669921879997,0,8776428313.580349,137939249.7981,0,711836.2353195463,506.4987869263,0,35901122718.65275,160111431.6917,0,1039402.8461594033,506.4987869263,0,53755798715.16374,160111431.6917,0
1971,1971048S16141,AUS,354623.2240363085,3754.3333814420407,0,20274999164.611557,318146670.6884319,0,50480.03042540512,255.7936597243147,0,2306868529.9707766,47983726.8372454,0,193935.30997429084,626.1226939933147,0,7711345829.794147,99888597.1078164,0,257203.51971489363,982.6462358240728,0,11500619641.50355,108706681.00575243,0
1971,1971072S13155,PNG,1620.58342933728,0,0,1194577.3778937,0,0,586.3814697269,0,0,433773.0308143,0,0,1577.01322746348,0,0,1161116.189624,0,0,1577.01322746348,0,0,1161116.189624,0,0
1971,1971082S17121,AUS,3847.3337508638974,631.5833284411207,0,300719273.1663228,55561743.96865794,0,244.39880523826474,0,0,14379727.912810087,0,0,518.4497159623835,15.959439277650999,0,29160315.98370796,550225.6084191999,0,584.7058239036637,22.116927146925,0,35405643.796820834,1126442.2965803,0
1971,1971112N11132,CHN,2415004.0108606997,0,0,5766770263.209219,0,0,495729.23986828,0,0,864225586.94216,0,0,1194364.8899346585,0,0,2393374133.9187493,0,0,1757289.0826835686,0,0,3751477049.9244595,0,0
1971,1971112N11132,KHM,783.9218997953,0,0,3863033.411615,0,0,783.9218997953,0,0,3863033.411615,0,0,783.9218997953,0,0,3863033.411615,0,0,783.9218997953,0,0,3863033.411615,0,0
1971,1971112N11132,LAO,13977.852038380799,0,0,49614696.451381,0,0,5887.9610786418,0,0,21768368.614931,0,0,12267.913687703,0,0,43212238.481376,0,0,13977.852038380799,0,0,49614696.451381,0,0
1971,1971112N11132,PHL,7669857.689314676,2052639.921429207,0,37008631455.85536,9571802040.153723,0,3097374.7075543567,914220.5454106568,0,14912800312.42347,4091340041.1191273,0,6786042.109160458,1686025.0571712381,0,32043824592.60479,7600791419.058923,0,7648096.2134846365,2030878.4455991671,0,36884351908.38326,9447522492.681623,0
1971,1971112N11132,VNM,5778829.417955296,2077567.1643501525,0,7056971227.844218,2148139828.5440865,0,1307830.5674592336,328996.7144718317,0,1252599632.3045952,345557532.1091488,0,3158728.6548248255,1273695.3900427485,0,3144783517.309011,1231360211.1503265,0,4365421.566621427,1910507.2855506185,0,4636576046.951852,1895578764.1869464,0
1971,1971122N14120,PHL,1310352.0915211055,0,0,7410964720.425217,0,0,315356.4000969263,0,0,1685967679.723199,0,0,1046585.5439901624,0,0,5363115997.131006,0,0,1180898.9705496165,0,0,6430253941.671717,0,0
1971,1971141N07156,CHN,8492551.179320505,0,0,21215708112.133373,0,0,2026029.3076129004,0,0,4511596068.374195,0,0,4863373.514465039,0,0,11123686268.186983,0,0,6378648.856627929,0,0,15029772292.110163,0,0
1971,1971141N07156,PHL,17131996.774081558,8534419.745006993,1792754.7371345423,79475974721.27171,41599857752.80194,8917718979.457018,4434315.48476475,1925043.8366325537,443820.236083918,19181854389.495033,10551466652.19251,2402504690.32369,11837294.24872708,6165914.338864029,1257431.3465094622,51055441833.631195,29347339868.04664,6051769213.144318,15233257.372531304,7820169.442272664,1635745.8816657423,67812557317.35442,37672012696.15114,8057307396.672018
1971,1971142N12267,MEX,1376768.784696447,189685.8260700079,0,11131314806.818567,1246899745.6313655,0,175604.66064464182,80074.097152766,0,957775510.494136,444411229.76865,0,592301.3761845435,170487.91736717848,0,3219015418.7281914,943862712.6162803,0,646042.7199154248,175580.0340473009,0,3936363070.3639665,1059625759.4611355,0
1971,1971147N09139,PHL,13.8666906357,0,0,346878.508667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,1971160N10135,CHN,28342064.79818799,1458390.25,0,81111215998.11584,5246118192.74,0,5132165.356327079,596206.8125,0,17265956831.32214,3320924327.979,0,13860407.868595889,1458390.25,0,40036759514.65792,5246118192.74,0,20368328.235321738,1458390.25,0,55969509993.089615,5246118192.74,0
1971,1971160N10135,HKG,4384702.491531381,4234743.928710888,0,105159263958.254,99197253679.86371,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,1971160N10135,PHL,4744704.508896534,3208168.77978688,124946.564209013,19628230383.10173,10196606180.015314,350948537.35347,349969.419677904,201531.5445595838,0,1330589659.483631,591103258.828563,0,1930120.8028039795,1437779.2949619193,37239.90625,6068590320.285972,3599386106.105385,86588499.5358,2938640.5648885146,2312308.3633056222,102116.52246094,9425524250.623201,5980251281.633685,254564223.53
1971,1971166N12270,MEX,4892554.403124079,1470633.180378714,307983.25457344996,43768864515.046265,10939009505.342659,2203518580.0033584,297214.595413353,192416.3363343318,20639.704101557,1680491866.854409,1099743638.588006,192978977.03258002,977443.4281986394,735447.8651483061,229583.0878798011,5849321202.952536,4265545601.7949553,1494799423.2444255,1267349.5354258625,957245.9075439199,305988.2422443499,8561269293.310786,6192659901.548469,2178523587.0425587
1971,1971173N09136,CHN,18591367.298720043,5886390.178793877,269782.85815425,44355772587.97885,14380568781.507317,735311792.64774,3087399.0312147555,1493203.498797799,121935.10424805,6853407663.246625,3388662590.766989,321961290.61284,7047976.622130101,3791478.9576029573,259495.85034175,16063943447.030693,8862293642.535717,700422003.99384,9966475.884580994,5016334.230063647,269782.85815425,23224419766.227684,12032562274.245317,735311792.64774
1971,1971173N09136,PHL,19260629.8907234,4339261.27859295,293213.20589609526,90249903773.52538,25160330839.315636,1703162300.6931734,5360874.303887011,1359416.5189904326,157902.3475188718,23902387727.924614,7748442165.1129055,952623623.36799,13739570.266051378,3253419.722874831,251984.46486825525,60816219606.10454,18688017875.425007,1439317850.8848734,17486776.324866608,3905872.157163532,293213.20589609526,79373632306.19499,23070147122.039753,1703162300.6931734
1971,1971173N09136,VNM,22886.17651367,0,0,41049663.40801,0,0,1035.05932617,0,0,2430639.32221,0,0,22886.17651367,0,0,41049663.40801,0,0,22886.17651367,0,0,41049663.40801,0,0
1971,1971181N09138,CHN,487036.1532402276,0,0,887765493.5532594,0,0,275130.08203128,0,0,409986606.2893,0,0,456878.2682304176,0,0,801679346.7826594,0,0,487036.1532402276,0,0,887765493.5532594,0,0
1971,1971181N09138,LAO,466565.76909112366,16007.0854454054,0,873989860.5009882,38617155.064009,0,84876.10952713423,3144.4490318312,0,212212057.645163,8993458.927865,0,144319.48785833543,8096.0454673774,0,313998379.3089382,21987750.513083,0,210433.00951626283,16007.0854454054,0,442173357.3721032,38617155.064009,0
1971,1971181N09138,PHL,18318825.538433265,2009848.3432412918,0,82677093580.58989,11938242657.079363,0,5589951.410362929,925315.3297205176,0,24522822941.769943,5304140556.933915,0,13912958.652546039,1885241.2673592707,0,60584124829.68396,10867633456.300362,0,17492377.81754712,2009230.9972024737,0,77956063730.45341,11913307311.586483,0
1971,1971181N09138,THA,36657.05126957,0,0,41564874.81033,0,0,18261.5058594,0,0,19000844.1642,0,0,36657.05126957,0,0,41564874.81033,0,0,36657.05126957,0,0,41564874.81033,0,0
1971,1971181N09138,VNM,5153879.012140845,2085537.2319022508,2338.532913203,5344920727.441224,2140588900.1126823,3851821.403697,1260165.4484902497,919191.5622273232,0,1175449004.669767,834984912.6420838,0,3366583.0118128126,1762432.1539374362,2338.532913203,3243747751.253265,1707657189.9422534,3851821.403697,4845402.740839501,2073316.201628811,2338.532913203,4885951270.445114,2123708073.9754925,3851821.403697
1971,1971185N23137,JPN,31730615.797978435,15938.062942542001,0,1341798503493.592,1064484647.74695,0,5065381.327949381,15597.852890052,0,253615999371.65164,1063090183.87535,0,18934557.354614798,15938.062942542001,0,804021809814.8308,1064484647.74695,0,28005141.596761398,15938.062942542001,0,1170812919525.3318,1064484647.74695,0
1971,1971189N12130,CHN,1495112.5979655222,0,0,3436063118.7388735,0,0,414970.1686479436,0,0,681328012.016874,0,0,923305.7105600212,0,0,1758303291.0945332,0,0,1185428.8115121212,0,0,2472138421.716543,0,0
1971,1971189N12130,LAO,6892.50433397013,0,0,26782151.4208282,0,0,1459.49438428894,0,0,6446166.733861,0,0,4360.95934343393,0,0,18621713.9867862,0,0,6892.50433397013,0,0,26782151.4208282,0,0
1971,1971189N12130,VNM,2847199.3436210966,0,0,2865986213.3949714,0,0,394416.611978685,0,0,398027709.3146,0,0,1526509.0870372108,0,0,1481408334.5345924,0,0,2518089.5587090063,0,0,2507384704.5577617,0,0
1971,1971190N09141,CHN,4053632.9707850316,1460396.3105434347,0,9769639208.717377,3355367021.0066795,0,754885.6335984973,415901.62304704,0,1468886212.3665235,683902471.11772,0,2016462.5820369504,909596.6697199336,0,4240606729.6232076,1739295227.1213393,0,3048893.7415826903,1158024.0577814337,0,6772423371.388417,2417565467.6284494,0
1971,1971190N09141,LAO,212.1212749481,0,0,2035997.849902,0,0,72.884771347,0,0,714966.6861449999,0,0,212.1212749481,0,0,2035997.849902,0,0,212.1212749481,0,0,2035997.849902,0,0
1971,1971190N09141,PHL,18129986.529868156,5196884.104276281,284673.009033161,83629048562.93317,28420180150.239216,1499506831.04471,5193916.075371396,1633283.7556085975,113690.946533186,23008223229.320362,8834223151.731068,534054726.0735,13255667.824751846,3816621.8584337253,211254.908386171,58059679321.240005,20786410123.30405,1041782984.39871,16807385.463156823,4654359.216642079,284673.009033161,75485561985.88408,25744432376.807373,1499506831.04471
1971,1971190N09141,VNM,6855146.812451648,0,0,6710761898.3674135,0,0,891308.3724347343,0,0,863879144.0250096,0,0,2904660.3763556923,0,0,2703014890.1369634,0,0,5077548.9559450345,0,0,4813593767.169813,0,0
1971,1971192N07153,CHN,35931632.83439246,6297996.518394501,0,99273689313.39594,17560211029.415813,0,6088711.393802101,1264424.3682613757,0,19199201934.93116,3605300752.22846,0,16023459.18153459,4007448.5535501614,0,44536092392.3019,10887965453.951012,0,23653151.199871298,5378287.444175702,0,62884065543.6445,15007480258.073812,0
1971,1971192N07153,HKG,4384702.491531381,174724.38745118,0,105159263958.254,4394557974.847,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,1971192N07153,PHL,157689.13042809156,184.54626917833,77.8716831207,790563339.5397389,3051703.5568717,1319540.781645,19682.0604972937,130.4155807495,31.5125732422,115720738.279217,2052453.391078,494323.29215,114147.46104025956,184.54626917833,77.8716831207,558639110.7280989,3051703.5568717,1319540.781645,151909.00201012156,184.54626917833,77.8716831207,761626421.4924389,3051703.5568717,1319540.781645
1971,1971192N07153,TWN,56658.6535987984,0,0,2800119245.791066,0,0,48652.7968177914,0,0,2201108665.209066,0,0,56658.6535987984,0,0,2800119245.791066,0,0,56658.6535987984,0,0,2800119245.791066,0,0
1971,1971200N11144,CHN,11654742.564426495,2147236.01879953,0,26826424358.631626,4485470655.63359,0,3990384.6964729,766780.9375005,0,7728425397.15641,1416726270.79,0,6709004.1799045475,1804880.59838923,0,13228193634.732965,3476247628.77979,0,8064006.299777998,2033624.08618233,0,16476402446.806425,4159186441.87509,0
1971,1971200N11144,TWN,9677569.342957962,6860838.092330738,1207893.8050464613,263642926561.22977,180025533792.2308,35542004427.6337,936318.5836230514,213369.28851326,48930.87841801,30794888180.484165,8954451089.334,2156184868.4282002,5080987.682735724,3607877.9158699247,260827.092956525,128129120971.07275,84094296323.64479,9064350713.6754,8393831.16290763,5831838.0724442955,813024.3310890204,216018297909.29205,144708004468.0615,23240806990.1608
1971,1971201N24120,TWN,11501419.758749256,0,0,304693923238.544,0,0,903358.140259753,0,0,27988929681.544,0,0,4996948.593785316,0,0,129585636596.21638,0,0,10321854.379396256,0,0,259907076993.0063,0,0
1971,1971205N10153,JPN,13574770.754355464,8390734.428211499,0,653813459657.1321,377977410280.6907,0,5177570.01072015,2217834.565507884,0,235246428191.97787,100466163452.90926,0,10732713.689677456,6082430.393818654,0,488475200652.01624,256157355243.26968,0,13086666.90410519,7991079.765949542,0,615127851874.543,348207487771.6097,0
