# These data are freely available under the Creative Commons Attribution International (CC BY 4.0) Licence.
# When using the data please cite:
# Geiger, T.; Frieler, K.; Bresch, D.N. (2017) A global data set of tropical cyclone exposure (TCE-DAT). GFZ Data Services, http://doi.org/10.5880/pik.2017.005
# 
# Generated using the climada module ISIMIP v1.0, available under: https://github.com/davidnbresch/climada_module_isimip/releases/tag/v1.0
# 
year,IBTrACS_ID,TC_name,NatCatSERVICE_ID,genesis_basin,countries_affected,ISO3,v_land_SI,v_land_kn,34kn_pop,34kn_assets,64kn_pop,64kn_assets,96kn_pop,96kn_assets
1952,1952221N23125,UNNAMED,,WP,multi,CHN,24.5,47.6,2483466.0,3613103162.0,0.0,0.0,0.0,0.0
1952,1952221N23125,UNNAMED,,WP,multi,VNM,22.2,43.2,4515404.0,3700121738.0,0.0,0.0,0.0,0.0
1952,1952224N14135,KAREN,,WP,multi,JPN,44.7,86.9,2232776.0,28313847213.0,452850.0,3442123324.0,0.0,0.0
1952,1952224N14135,KAREN,,WP,multi,KOR,46.4,90.2,16347043.0,62036499566.0,5426722.0,17459832143.0,0.0,0.0
1952,1952224N14135,KAREN,,WP,multi,PRK,21.9,42.6,248426.0,28710937.0,0.0,0.0,0.0,0.0
1952,1952231N15341,ABLE,,NA,multi,BHS,20.2,39.3,728.0,11186335.0,0.0,0.0,0.0,0.0
1952,1952231N15341,ABLE,,NA,multi,CAN,17.6,34.3,18496.0,428795629.0,0.0,0.0,0.0,0.0
1952,1952231N15341,ABLE,,NA,multi,USA,48.2,93.7,38329927.0,1.86559172929e+12,14642135.0,6.2733692905e+11,0.0,0.0
1952,1952236N10135,LOIS,,WP,multi,CHN,50.1,97.4,6657065.0,9308656465.0,2826113.0,3614245949.0,26973.0,36612881.0
1952,1952236N10135,LOIS,,WP,multi,LAO,26.3,51.2,28988.0,72007700.0,0.0,0.0,0.0,0.0
1952,1952236N10135,LOIS,,WP,multi,PHL,33.0,64.2,4643984.0,16047734510.0,0.0,0.0,0.0,0.0
1952,1952236N10135,LOIS,,WP,multi,VNM,44.5,86.6,11621703.0,11538149290.0,6438758.0,5635950374.0,0.0,0.0
1952,1952241N08137,MARY,,WP,multi,CHN,33.8,65.7,20082469.0,29182433896.0,4510.0,4722786.0,0.0,0.0
1952,1952241N08137,MARY,,WP,multi,KOR,38.6,75.0,10261612.0,40256755346.0,767695.0,4944523531.0,0.0,0.0
1952,1952241N08137,MARY,,WP,multi,PHL,33.7,65.5,70433.0,246371124.0,0.0,0.0,0.0,0.0
1952,1952241N08137,MARY,,WP,multi,TWN,45.4,88.2,6775137.0,60267374331.0,4352981.0,34505557865.0,0.0,0.0
1952,1952241N32282,UNNAMED,,NA,single,USA,30.8,59.8,1991296.0,1.3188588108e+11,0.0,0.0,0.0,0.0
1952,1952242N08137,MARY,,WP,multi,CHN,42.5,82.6,45811458.0,68653217553.0,11501891.0,18165362428.0,0.0,0.0
1952,1952242N08137,MARY,,WP,multi,KOR,42.1,81.9,13455905.0,50713946496.0,2814686.0,12156009491.0,0.0,0.0
1952,1952242N08137,MARY,,WP,multi,PHL,45.1,87.7,1546511.0,3805986107.0,26743.0,140097707.0,0.0,0.0
1952,1952242N08137,MARY,,WP,multi,PRK,21.8,42.4,61272.0,8070249.0,0.0,0.0,0.0,0.0
1952,1952242N08137,MARY,,WP,multi,TWN,39.8,77.4,5758035.0,48534701131.0,1048369.0,5494475655.0,0.0,0.0
1952,1952244N15306,BAKER,,NA,single,CAN,19.1,37.1,27.0,2411087.0,0.0,0.0,0.0,0.0
1952,1952251N11139,UNNAMED,,WP,multi,CHN,26.5,51.6,21885334.0,38076546941.0,0.0,0.0,0.0,0.0
